DAUID,Province,DA Population,Residential Instability,Ethno-cultural Composition,Economic Dependency,Situational Vulnerability
48100218,Alberta,345,1,-0.745,0.48,0.935
48100219,Alberta,375,0.996,0.225,0.459,-0.063
48100220,Alberta,565,1.123,-0.579,0.273,0.642
48100221,Alberta,375,0.619,-0.683,2.21,0.773
48100222,Alberta,325,1.558,-1.163,2.918,-1.108
48100223,Alberta,205,2.266,-0.713,2.543,-0.346
48100224,Alberta,450,1.54,-0.639,1.777,0.598
48100225,Alberta,525,0.999,-0.473,1.098,0.236
48100226,Alberta,415,0.418,-0.482,0.669,-0.153
48100227,Alberta,485,1.482,0.345,-1.116,0.46
48100228,Alberta,545,0.249,-0.92,0.926,0.188
48100229,Alberta,550,-0.506,-0.394,0.878,-0.204
48100230,Alberta,605,0.616,-0.531,0.224,0.38
48100231,Alberta,545,0.464,-0.652,0.3,0.526
48100232,Alberta,655,-0.972,-0.541,-0.337,-0.327
48100233,Alberta,410,-1.124,-0.955,-0.105,-0.781
48100234,Alberta,1235,-0.659,-0.629,-0.361,-0.908
48100235,Alberta,1460,-0.765,-0.471,0.182,-0.401
48100236,Alberta,700,-0.288,-0.627,-0.653,-0.558
48100237,Alberta,585,-0.42,-0.695,0.174,0.125
48100238,Alberta,1655,-0.308,-0.229,-0.76,-0.376
48100239,Alberta,440,-0.864,-0.737,-0.646,-0.225
48100240,Alberta,550,-0.279,-0.466,-0.253,0.356
48100241,Alberta,880,0.996,0.095,0.187,0.07
48100242,Alberta,425,-0.722,-0.891,0.135,-0.213
48100243,Alberta,645,-0.147,-0.521,-0.182,0.345
48100244,Alberta,520,-0.687,-0.948,-0.686,-0.183
48100245,Alberta,165,-0.999,-1.117,-0.217,-0.558
48100246,Alberta,555,-1.06,-0.789,-0.408,0.11
48100249,Alberta,540,-1.091,-0.963,-1.058,0.173
48100250,Alberta,110,-0.552,-0.975,-1.341,-0.115
48100251,Alberta,155,-0.343,-0.827,0.961,1.371
48100252,Alberta,645,-0.639,-0.845,-0.39,-0.307
48100253,Alberta,380,0.137,-1,1.062,0.136
48100254,Alberta,415,-0.043,-0.72,1.345,0.245
48100255,Alberta,480,-0.601,-0.873,1.111,0.1
48100256,Alberta,405,-1.057,-0.976,0.049,-0.539
48100257,Alberta,375,-1.034,-1.027,-1.199,-0.856
48100258,Alberta,145,-0.323,-1.056,0.821,-0.354
48100259,Alberta,455,-0.364,-0.69,0.081,0.442
48100260,Alberta,590,-0.914,-0.883,-0.477,-0.301
48100261,Alberta,595,-0.694,-0.695,-0.74,0.191
48100262,Alberta,385,-0.521,-0.886,0.326,-0.053
48100263,Alberta,370,-0.288,-0.734,0.262,0.259
48100264,Alberta,255,1.094,-0.675,2.375,0.182
48100265,Alberta,420,-0.99,-0.78,0.115,-0.432
48100266,Alberta,420,0.218,-0.738,0.42,1.101
48100267,Alberta,440,-1.139,-1,-0.695,-0.466
48100268,Alberta,595,-0.414,-0.584,0.517,-0.167
48100269,Alberta,465,-0.528,-0.742,-0.125,0.425
48100270,Alberta,455,1.725,-0.569,1.368,0.441
48100271,Alberta,425,-0.451,-0.77,0.399,-0.64
48100272,Alberta,525,0.304,-0.669,0.284,0.895
48100273,Alberta,570,-0.748,-0.18,-0.747,0.017
48100274,Alberta,505,-0.028,-0.403,-0.257,0.173
48100275,Alberta,445,0.504,-0.886,-0.183,0.322
48100276,Alberta,515,0.006,-0.694,0.348,0.934
48100277,Alberta,475,0.618,-0.266,0.262,0.167
48100278,Alberta,450,0.661,-0.831,1.181,0.337
48100279,Alberta,445,-0.696,-0.93,0.203,-0.109
48100280,Alberta,370,-0.419,-0.614,0.834,0.586
48100281,Alberta,575,-0.413,-1.105,0.852,0.275
48100282,Alberta,475,-0.704,-0.509,-0.345,-0.143
48100283,Alberta,570,-0.859,-0.278,0.137,0.726
48100284,Alberta,185,-0.296,0.879,1.758,1.444
48100285,Alberta,360,-0.643,-0.914,0.361,0.935
48100286,Alberta,410,0.038,-0.716,0.896,0.377
48100287,Alberta,500,-0.951,-0.46,0.255,0.408
48100288,Alberta,785,-0.418,1.06,0.669,1.121
48100289,Alberta,555,0.111,0.624,0.495,0.971
48100290,Alberta,765,-0.704,-0.25,0.375,0.454
48100291,Alberta,595,-1.042,-0.067,0.352,1.062
48100292,Alberta,175,0.483,-1.292,2.799,0.845
48100293,Alberta,465,-0.66,-0.94,-0.118,-0.096
48100294,Alberta,100,0.141,-1.158,0.47,0.403
48100295,Alberta,635,-1.108,-0.83,-1.479,0.145
48100296,Alberta,505,-0.658,-1.061,-0.174,-0.13
48100297,Alberta,450,-0.072,-0.895,-0.321,-0.414
48100298,Alberta,205,-0.179,-0.879,-0.115,-0.051
48100299,Alberta,380,0.452,-0.914,1.141,0.194
48100300,Alberta,530,0.052,-0.556,-0.445,1.122
48100301,Alberta,420,0.187,-0.16,-0.03,0.281
48100302,Alberta,440,-0.453,-0.614,-0.77,-0.357
48100303,Alberta,345,-0.463,-1.152,-0.072,-0.649
48100304,Alberta,630,-0.618,-0.771,-0.647,-0.486
48100305,Alberta,545,-1.191,-0.903,-0.693,-0.464
48100306,Alberta,925,-0.541,-0.503,-0.971,0.227
48100307,Alberta,810,-1.045,-0.785,-1.065,-0.384
48100308,Alberta,545,-1.198,-0.913,-0.822,-0.9
48100310,Alberta,290,0.815,-0.427,-0.19,1.703
48100311,Alberta,55,-0.654,-1.178,0.916,0.445
48100312,Alberta,395,-0.978,-0.806,0.507,0.248
48100313,Alberta,440,0.593,-0.52,0.068,0.141
48100314,Alberta,315,0.654,-0.462,0.38,0.904
48100315,Alberta,455,0.286,-0.036,0.756,0.787
48100316,Alberta,375,-0.626,-0.905,-0.549,-0.63
48100317,Alberta,375,0.423,-0.778,0.81,-0.304
48100318,Alberta,360,1.351,-0.356,-1.367,0.402
48100319,Alberta,840,-0.671,-0.517,-0.598,-0.314
48100320,Alberta,5425,-0.275,-0.168,-1.39,-0.629
48100321,Alberta,365,-0.262,-0.517,-0.185,0.004
48100322,Alberta,370,0.66,0.242,-0.844,1.093
48100323,Alberta,465,0.412,-0.699,-0.63,0.129
48100324,Alberta,350,-0.754,-0.322,-0.129,-0.322
48100325,Alberta,405,-0.66,-0.825,-0.576,-0.095
48100326,Alberta,590,1.522,-0.389,0.329,0.417
48100327,Alberta,385,2.79,0.27,-0.77,2.316
48100328,Alberta,410,-0.494,-0.694,-0.278,-0.223
48100329,Alberta,425,-1.131,-0.812,0.21,-0.753
48100330,Alberta,340,1.5,-0.028,-0.105,-0.231
48100331,Alberta,415,-0.638,-0.706,-1.51,-0.502
48100332,Alberta,420,-0.854,-0.98,-0.524,-0.785
48100333,Alberta,3265,-0.579,-0.51,-1.468,-0.355
48100334,Alberta,600,-1.162,-0.8,-1.045,-0.443
48100335,Alberta,670,-1.002,-0.845,-0.654,-0.255
48100336,Alberta,95,-0.124,-0.708,0.675,1.041
48100337,Alberta,560,-0.686,-0.966,-0.553,-0.31
48100338,Alberta,205,-0.672,-0.968,-0.002,-0.522
48100339,Alberta,105,-0.232,-0.473,-0.416,3.704
48100340,Alberta,375,-0.641,-0.923,0.282,-0.429
48100341,Alberta,160,0.453,-1.088,1.92,1.347
48100342,Alberta,355,-0.749,-0.703,0.146,0.868
48100343,Alberta,380,-0.379,-0.956,0.901,0.496
48100344,Alberta,280,0.059,-1.291,1.565,0.342
48100345,Alberta,360,-0.613,-0.637,-0.001,-0.197
48100346,Alberta,415,0.227,-0.915,-0.171,-0.532
48100347,Alberta,455,0.081,-0.836,0.033,-0.029
48100348,Alberta,365,-0.566,-1.2,-0.495,-0.135
48100349,Alberta,240,-0.299,-1.053,0.693,0.047
48100350,Alberta,435,-0.864,-1.084,-0.457,-0.58
48100351,Alberta,830,-0.227,-0.729,0.411,0.719
48100352,Alberta,405,0.404,-0.672,-0.299,0.56
48100353,Alberta,400,0.915,-0.766,1.258,0.048
48100354,Alberta,195,-0.329,-0.807,-0.82,0.758
48100355,Alberta,700,0.289,-0.448,-0.65,2.061
48100357,Alberta,440,-0.532,-1.018,-1.224,0.241
48100358,Alberta,545,-0.961,-1.039,-1.028,-0.154
48100359,Alberta,565,-0.422,-0.903,-0.677,0.56
48100360,Alberta,360,-0.932,-1.177,-1.378,-0.181
48100361,Alberta,145,0.053,-0.341,0.645,8.42
48100362,Alberta,530,-0.732,-0.943,-0.704,0.283
48100363,Alberta,140,0.061,-0.871,2.604,1.095
48100364,Alberta,330,0.672,-0.683,0.664,0.043
48100365,Alberta,340,0.418,-1.068,0.355,-0.651
48100366,Alberta,665,-0.877,-0.617,-0.963,-0.871
48100367,Alberta,720,-0.933,-0.649,-0.498,-0.315
48100368,Alberta,1055,-0.815,-0.63,-0.656,-0.226
48100369,Alberta,380,-0.06,-0.804,-0.777,0.071
48100371,Alberta,510,-0.928,-0.55,-0.216,-0.046
48100372,Alberta,600,-0.572,-0.569,0.067,1.209
48100377,Alberta,550,-0.683,-0.517,0.067,0.618
48100380,Alberta,460,-0.661,-0.93,0.604,-0.277
48100382,Alberta,215,-0.106,-0.959,1.983,1.101
48100383,Alberta,650,-0.833,-0.898,-0.737,-0.392
48100390,Alberta,650,-0.569,-0.852,-0.371,-0.022
48100391,Alberta,425,-0.755,-0.777,-0.218,0.38
48100394,Alberta,685,-0.217,-0.86,0.079,0.297
48100395,Alberta,640,-0.759,-0.747,-0.761,0.261
48110083,Alberta,550,2.793,0.372,-0.37,1.718
48110085,Alberta,505,2.751,1.47,0.002,2.792
48110086,Alberta,330,-0.421,-0.316,-0.154,0.504
48110087,Alberta,255,-0.663,-0.762,-0.745,0.114
48110088,Alberta,345,-1.072,-0.817,-0.907,0.39
48110089,Alberta,545,-0.686,0.716,0.549,0.909
48110090,Alberta,440,-0.583,-0.516,-0.235,0.694
48110091,Alberta,435,-0.612,-0.331,0.323,0.79
48110092,Alberta,400,0.572,0.434,0.218,1.04
48110093,Alberta,490,0.625,0.745,0.119,1.252
48110094,Alberta,465,-0.13,-0.319,-0.463,0.386
48110095,Alberta,445,0.144,-0.254,-0.071,0.664
48110096,Alberta,440,0.088,0.152,0.68,1.154
48110097,Alberta,465,0.324,0.17,-0.577,0.735
48110098,Alberta,395,-0.328,-0.701,-0.48,-0.121
48110099,Alberta,540,0.968,-0.193,-0.829,0.733
48110100,Alberta,580,0.36,-0.641,0.278,-0.519
48110101,Alberta,440,-0.216,-0.872,-0.807,-0.315
48110102,Alberta,335,0.648,0.241,0.499,1.518
48110103,Alberta,475,0.001,-0.665,-0.147,0.654
48110104,Alberta,550,0.515,1.078,0.606,1.219
48110105,Alberta,425,0.874,0.498,1.04,1.047
48110106,Alberta,620,0.125,0.428,0.434,1.563
48110107,Alberta,580,0.601,-0.079,-0.211,1.352
48110108,Alberta,410,1.737,0.662,0.792,1.455
48110109,Alberta,355,1.792,1.257,0.738,1.318
48110110,Alberta,570,1.385,0.684,0.491,1.203
48110111,Alberta,450,1.675,0.981,0.119,1.874
48110112,Alberta,550,1.305,0.371,0.67,1.429
48110113,Alberta,575,1.585,0.607,-0.242,1.741
48110114,Alberta,605,0.075,0.34,-0.032,1.292
48110115,Alberta,440,0.499,0.176,-0.55,0.742
48110116,Alberta,445,0.235,0.301,-0.482,0.515
48110117,Alberta,605,0.064,0.907,-0.292,1.259
48110118,Alberta,420,0.614,0.56,0.447,0.649
48110119,Alberta,490,0.792,0.628,-0.845,0.811
48110120,Alberta,975,1.63,1.147,0.329,0.813
48110121,Alberta,850,0.395,1.128,-0.121,0.629
48110122,Alberta,395,0.143,0.282,1.111,1.117
48110123,Alberta,520,0.905,1.187,0.006,1.945
48110124,Alberta,565,1.641,1.248,-0.02,1.64
48110125,Alberta,560,0.367,-0.142,-0.491,0.049
48110126,Alberta,585,1.209,-0.75,1.66,-0.457
48110127,Alberta,465,3.116,0.638,-0.259,1.718
48110130,Alberta,440,3.202,-0.253,-0.563,2.546
48110131,Alberta,530,2.334,1.41,-0.479,0.686
48110132,Alberta,1710,2.385,1.308,-1.247,0.067
48110134,Alberta,400,2.767,1.59,0.363,0.809
48110135,Alberta,395,2.962,0.891,2.039,1.972
48110136,Alberta,460,3.353,0.29,2.417,2.375
48110142,Alberta,400,3.735,1.197,-1.219,1.338
48110144,Alberta,755,2.176,0.332,-1.102,-0.117
48110145,Alberta,395,3.758,0.519,-0.99,-0.154
48110146,Alberta,525,2.804,-0.101,0.191,-0.247
48110148,Alberta,415,-1.319,-0.516,-0.723,-1.003
48110149,Alberta,400,2.97,-0.319,-1.488,-0.491
48110150,Alberta,1150,2.646,0.105,-1.714,-0.284
48110153,Alberta,705,2.864,0.029,-1.409,0.096
48110154,Alberta,840,2.365,0.006,-0.316,-0.911
48110155,Alberta,645,2.038,-0.174,-0.391,-0.357
48110156,Alberta,320,2.139,-0.646,-0.131,1.179
48110157,Alberta,620,2.788,-0.342,-0.717,-0.374
48110158,Alberta,520,1.825,-0.614,0.995,-1.332
48110159,Alberta,1010,1.384,-0.103,0.695,-1.063
48110160,Alberta,505,2.459,-0.151,-0.694,-0.345
48110161,Alberta,1010,2.44,-0.433,-0.382,-0.334
48110163,Alberta,490,2.438,0.59,-1.491,-0.277
48110164,Alberta,485,1.71,-0.017,0.289,-0.05
48110165,Alberta,460,3.228,0.452,-0.916,-0.795
48110166,Alberta,615,2.641,-0.097,-0.866,-0.193
48110167,Alberta,620,2.857,0.438,-0.973,0.123
48110169,Alberta,580,2.727,0.624,-0.901,-0.42
48110170,Alberta,405,2.867,0.312,-0.59,-0.111
48110171,Alberta,660,2.624,1.05,-0.534,0.294
48110172,Alberta,440,2.352,-0.163,-1.08,0.024
48110173,Alberta,830,3.528,0.051,0.712,-0.056
48110174,Alberta,565,2.207,0.115,-0.753,-0.457
48110176,Alberta,405,3.15,-0.386,-1.203,-0.284
48110177,Alberta,390,3.62,0.306,-0.628,0.881
48110178,Alberta,455,0.963,-0.54,0.877,-0.434
48110179,Alberta,455,1.009,-0.179,-0.655,0.32
48110180,Alberta,460,-0.998,-0.691,-1.46,-0.288
48110181,Alberta,530,0.678,-0.343,-0.894,-0.047
48110182,Alberta,610,-0.125,-0.309,-1.014,-0.006
48110183,Alberta,500,1.114,-0.512,-1.095,-0.836
48110184,Alberta,470,0.535,-0.528,-0.974,-0.165
48110185,Alberta,230,1.175,0.25,-0.373,0.605
48110186,Alberta,680,1.461,0.51,-0.573,0.751
48110187,Alberta,420,1.818,0.78,-0.833,0.833
48110188,Alberta,475,0.044,-0.693,-1.169,-0.141
48110189,Alberta,600,0.915,-0.692,-0.5,-0.156
48110190,Alberta,605,2.128,0.387,0.429,-0.003
48110191,Alberta,625,1.525,1.195,-0.489,0.456
48110192,Alberta,600,2.331,1.174,-0.524,0.441
48110193,Alberta,430,2.528,2.372,-1.526,0.901
48110194,Alberta,570,2.019,1.372,-0.658,0.207
48110195,Alberta,690,2.615,3.157,-0.251,1.332
48110196,Alberta,765,2.381,2.372,-0.818,1.238
48110198,Alberta,460,3.242,2.617,-0.827,1.081
48110199,Alberta,800,2.732,0.462,-1.455,0.336
48110200,Alberta,1070,2.335,-0.342,-1.158,-0.459
48110201,Alberta,1390,2.295,0.544,-1.196,-0.368
48110202,Alberta,890,3.189,2.651,-0.772,1.309
48110203,Alberta,505,2.934,1.498,-0.517,1.106
48110206,Alberta,345,3.01,2.361,-0.428,1.664
48110207,Alberta,540,1.974,2.101,2.298,0.344
48110208,Alberta,825,1.789,1.186,-0.538,0.03
48110209,Alberta,510,1.001,1.204,0.59,0.875
48110210,Alberta,360,0.653,1.61,0.59,1.467
48110211,Alberta,400,0.28,0.849,-0.477,1.189
48110212,Alberta,355,2.008,0.877,1.774,1.069
48110213,Alberta,700,2.459,0.845,0.564,1.079
48110215,Alberta,625,1.858,0.706,0.775,1.679
48110216,Alberta,445,0.946,1.18,-0.103,1.671
48110217,Alberta,745,1.213,0.925,0.089,0.767
48110218,Alberta,445,-0.236,0.443,0.288,1.364
48110219,Alberta,505,0.221,0.457,-0.031,1.258
48110220,Alberta,415,0.929,1.318,-0.029,0.913
48110221,Alberta,490,0.875,0.571,-0.61,1.92
48110222,Alberta,460,-0.092,0.241,-0.759,0.892
48110223,Alberta,345,1.11,0.101,-0.168,0.208
48110225,Alberta,430,2.398,0.798,1.613,0.658
48110226,Alberta,440,2.837,0.824,-0.22,1.023
48110227,Alberta,390,2.843,2.323,-0.482,2.623
48110228,Alberta,525,-0.176,0.103,-0.747,0.098
48110229,Alberta,690,0.151,-0.062,-0.811,0.429
48110230,Alberta,785,2.115,1.479,-0.332,0.541
48110231,Alberta,605,2.413,1.507,-0.365,1.001
48110232,Alberta,535,0.695,-0.155,0.642,-0.269
48110233,Alberta,530,1.956,1.468,-0.8,0.652
48110234,Alberta,790,2.138,1.171,-0.72,0.983
48110235,Alberta,520,1.158,-0.181,-0.025,0.506
48110236,Alberta,440,0.437,-0.068,0.019,0.11
48110237,Alberta,405,-0.53,-0.283,-0.16,-0.106
48110238,Alberta,770,0.069,0.791,-0.97,0.658
48110239,Alberta,595,-0.36,-0.423,-0.039,0.545
48110240,Alberta,470,0.167,-0.144,-0.377,0.563
48110241,Alberta,625,0.563,0.161,-0.864,0.78
48110242,Alberta,625,0.784,0.27,0.23,2.457
48110243,Alberta,670,0.359,0.93,-0.711,0.933
48110244,Alberta,435,1.25,1.521,-1.055,0.325
48110245,Alberta,605,-0.143,0.459,0.498,0.782
48110246,Alberta,615,-0.3,0.487,0.115,1.719
48110247,Alberta,750,0.144,0.62,-0.277,0.429
48110248,Alberta,475,0.853,0.44,-0.188,0.861
48110249,Alberta,470,0.979,0.751,-0.189,1.323
48110250,Alberta,535,0.763,0.616,-0.119,0.687
48110251,Alberta,645,0.117,1.022,0.096,0.577
48110252,Alberta,395,0.956,1.614,-0.422,0.784
48110253,Alberta,445,-0.701,-0.006,-0.365,0.17
48110254,Alberta,430,0.083,-0.081,-0.487,0.696
48110255,Alberta,610,0.353,1.891,0.238,0.869
48110256,Alberta,285,1.013,-0.377,-0.553,1.465
48110257,Alberta,420,1.07,1.537,0.921,0.66
48110258,Alberta,405,-0.445,0.742,-0.509,0.816
48110259,Alberta,420,0.56,0.957,0.481,-0.214
48110260,Alberta,385,-0.231,0.126,0.484,0.182
48110261,Alberta,845,-0.051,1.067,-0.003,0.489
48110262,Alberta,465,0.964,-0.109,0.912,1.276
48110263,Alberta,355,-0.377,0.331,0.996,-0.223
48110264,Alberta,430,-0.183,0.103,0.488,0.176
48110265,Alberta,460,-0.137,0.079,0.15,0.173
48110266,Alberta,995,0.985,1.201,-0.417,0.251
48110267,Alberta,225,-0.362,1.087,1.5,-0.182
48110268,Alberta,745,0.223,0.989,0.149,1.166
48110269,Alberta,500,0.359,1.692,0.216,1.458
48110270,Alberta,730,0.112,0.992,-0.222,-0.096
48110271,Alberta,640,-0.858,1.012,-0.422,-0.341
48110273,Alberta,340,-0.288,0.963,0.124,0.361
48110274,Alberta,965,0.557,1.222,-0.644,0.369
48110277,Alberta,690,0.982,0.472,-0.395,0.715
48110280,Alberta,1060,1.766,0.936,-0.87,0.921
48110281,Alberta,640,-0.465,0.688,-0.011,0.83
48110284,Alberta,320,-0.822,0.596,0.68,0.467
48110286,Alberta,550,-0.569,0.608,0.72,1.139
48110287,Alberta,255,-0.724,0.256,0.482,-0.728
48110288,Alberta,875,-0.413,0.48,-0.188,0.38
48110289,Alberta,300,-0.866,1.934,1.353,-0.799
48110291,Alberta,1090,-0.041,0.74,0.485,0.274
48110292,Alberta,400,1.753,1.563,-0.719,0.494
48110293,Alberta,755,0.696,2.009,-0.048,0.68
48110294,Alberta,785,-0.865,0.99,0.6,-0.018
48110295,Alberta,570,0.861,-0.085,-1.298,1.298
48110298,Alberta,345,1.003,0.114,1.126,0.18
48110300,Alberta,360,-0.826,0.938,1.458,-0.288
48110301,Alberta,290,-0.737,-0.885,-0.302,-0.032
48110302,Alberta,335,-0.379,0.043,0.643,0.895
48110303,Alberta,815,0.016,2.391,-0.061,1.194
48110304,Alberta,260,-1.127,0.096,1.394,-0.517
48110305,Alberta,370,1.003,2.671,0.484,4.33
48110306,Alberta,435,-0.108,1.105,0.578,0.21
48110307,Alberta,340,-0.562,0.278,1.865,0.246
48110308,Alberta,855,-0.841,0.158,0.8,-0.144
48110309,Alberta,885,-0.805,0.259,-0.158,0.24
48110310,Alberta,595,-1.24,1.344,0.238,-0.086
48110311,Alberta,290,-0.774,-0.107,0.335,0.306
48110314,Alberta,645,-1.368,0.733,0.554,-0.367
48110315,Alberta,625,-0.928,1,0.381,0.565
48110316,Alberta,480,-0.747,0.697,0.425,0.181
48110317,Alberta,460,-0.539,0.481,-0.22,0.01
48110318,Alberta,665,1.55,3.168,0.033,1.515
48110319,Alberta,675,0.241,0.664,-0.926,1.025
48110320,Alberta,250,-0.799,-0.003,0.104,0.465
48110321,Alberta,345,-0.236,-0.096,1.327,-0.454
48110322,Alberta,890,2.091,2.786,0.503,1.383
48110323,Alberta,445,-0.597,0.175,0.285,-0.182
48110324,Alberta,295,-0.485,0.727,0.753,0.428
48110325,Alberta,715,0.461,1.133,0.099,1.578
48110326,Alberta,675,0.494,0.278,-0.071,1.053
48110327,Alberta,390,1.015,-0.387,4.589,-0.532
48110328,Alberta,410,-0.503,-0.221,1.16,0.686
48110329,Alberta,620,-0.112,0.719,1.012,0.935
48110330,Alberta,490,0.482,0.508,-0.018,0.519
48110331,Alberta,515,0.371,1.347,0.089,0.34
48110332,Alberta,390,2.467,2.018,0.867,1.423
48110333,Alberta,595,-0.598,0.13,0.445,0.063
48110334,Alberta,435,0.048,0.753,-0.107,0.423
48110335,Alberta,390,0.24,0.188,0.4,0.996
48110336,Alberta,430,0.654,0.778,-0.507,2.139
48110337,Alberta,500,0.63,0.458,-0.042,0.742
48110338,Alberta,580,0.285,1.394,-0.286,1.591
48110339,Alberta,560,0.145,1.64,0.102,1.192
48110340,Alberta,565,-0.035,2.004,0.161,1.564
48110341,Alberta,485,-0.041,1.315,0.657,0.5
48110342,Alberta,525,-0.657,0.921,1.177,0.137
48110343,Alberta,410,1.7,1.266,0.515,0.081
48110344,Alberta,375,-0.451,0.773,2.164,-0.06
48110345,Alberta,370,-0.377,1.529,1.673,0.433
48110346,Alberta,250,1.354,0.75,3.544,0.634
48110347,Alberta,280,0.883,2.645,1.188,5.544
48110348,Alberta,1055,2.341,2.755,-0.201,0.877
48110349,Alberta,795,0.069,0.73,-0.036,1.063
48110350,Alberta,680,-0.299,0.695,-0.12,0.205
48110351,Alberta,385,-0.513,0.028,0.883,0.687
48110352,Alberta,445,-1.057,0.074,-0.056,0.17
48110353,Alberta,490,0.07,0.192,0.163,0.091
48110354,Alberta,480,1.721,1.182,-0.501,0.999
48110355,Alberta,420,0.361,0.049,-0.285,1.261
48110356,Alberta,515,1.023,1.303,-0.333,0.56
48110357,Alberta,470,1.919,1.696,-0.419,1.155
48110358,Alberta,470,0.203,0.243,0.047,0.314
48110359,Alberta,590,0.571,0.899,0.656,0.799
48110360,Alberta,475,0.309,0.515,-0.478,0.603
48110361,Alberta,605,0.161,1.021,0.163,0.997
48110362,Alberta,515,0.607,0.468,0.304,1.742
48110363,Alberta,525,0.564,0.282,-0.145,1.733
48110364,Alberta,400,1.16,0.492,-0.14,1.276
48110365,Alberta,585,0.812,0.792,-0.305,1.039
48110366,Alberta,515,0.552,0.538,0.313,1.268
48110367,Alberta,580,2.779,1.72,0.374,1.455
48110368,Alberta,635,2.735,1.348,0.312,0.725
48110369,Alberta,615,2.875,0.399,-0.379,1.743
48110370,Alberta,605,0.205,-0.171,-0.26,1.118
48110372,Alberta,425,-0.051,0.13,-0.403,1.036
48110373,Alberta,560,-0.442,0.938,0.238,0.443
48110374,Alberta,520,0.259,2.211,0.073,1.893
48110375,Alberta,945,1.649,1.604,-0.001,2.107
48110376,Alberta,330,2.875,-0.349,0.307,1.785
48110377,Alberta,450,-0.058,-0.091,0.188,0.982
48110378,Alberta,640,2.655,0.332,0.627,0.77
48110379,Alberta,425,0.21,1.688,-0.032,1.721
48110381,Alberta,530,-0.488,0.418,0.148,0.474
48110382,Alberta,475,-1.189,0.157,0.844,-0.512
48110383,Alberta,425,-0.769,-0.065,0.246,0.809
48110384,Alberta,575,-0.137,-0.358,0.014,1.285
48110385,Alberta,370,0.477,-0.582,-0.427,0.36
48110386,Alberta,580,0.694,0.386,-0.331,0.976
48110388,Alberta,885,0.119,0.755,-0.668,0.569
48110389,Alberta,635,-0.02,0.455,-0.009,0.335
48110390,Alberta,395,0.725,0.389,0.606,1.373
48110391,Alberta,455,2.384,1.447,-0.352,0.464
48110392,Alberta,505,0.898,1.361,-0.647,1.891
48110393,Alberta,1195,1.132,0.938,-0.396,0.997
48110394,Alberta,615,-0.942,-0.184,-0.053,0.255
48110395,Alberta,1735,0.892,0.07,-0.185,-0.056
48110396,Alberta,505,0.505,0.685,-0.757,0.732
48110397,Alberta,615,-0.597,0.089,0.301,-0.303
48110398,Alberta,510,-0.537,-0.063,0.406,0.111
48110399,Alberta,985,0.07,0.549,-0.235,0.894
48110400,Alberta,1260,-0.705,0.243,-0.185,-0.098
48110401,Alberta,1185,0.314,0.042,0.822,0.001
48110402,Alberta,460,-0.222,1.093,-0.835,0.067
48110403,Alberta,1070,1.637,2.374,-0.688,1.17
48110404,Alberta,460,-0.594,0.035,0.711,0.956
48110405,Alberta,785,2.054,2.529,-0.375,0.709
48110406,Alberta,715,0.822,1.871,-0.603,0.847
48110408,Alberta,380,-0.133,0.841,-0.522,1.116
48110410,Alberta,645,0.568,1.372,0.098,1.55
48110412,Alberta,390,-0.817,0.389,-0.205,-0.195
48110415,Alberta,485,-0.136,-0.216,0.572,-0.003
48110416,Alberta,315,-1.206,-0.267,0.914,0.107
48110417,Alberta,475,-0.21,0.1,0.258,1.268
48110418,Alberta,540,-0.398,-0.121,0.12,0.304
48110419,Alberta,520,-0.424,0.436,-0.813,-0.199
48110420,Alberta,640,0.127,-0.304,0.006,0.499
48110421,Alberta,445,0.122,0.898,0.044,2.092
48110422,Alberta,565,-0.593,0.079,0.149,0.408
48110423,Alberta,530,0.288,0.62,0.53,-0.111
48110424,Alberta,620,0.972,-0.039,0.106,0.491
48110425,Alberta,515,0.089,-0.229,-0.402,1.282
48110426,Alberta,825,-0.463,0.508,-0.862,0.26
48110438,Alberta,300,-0.995,0.097,0.205,0.628
48110441,Alberta,180,-0.164,0.081,-0.194,0.068
48110442,Alberta,750,-0.411,0.423,-0.285,0.197
48110443,Alberta,480,0.002,0.22,-0.928,0.403
48110444,Alberta,955,-0.511,0.418,0.148,0.349
48110445,Alberta,315,-0.242,-0.233,-0.348,0.453
48110446,Alberta,895,-0.774,0.304,0.488,0.199
48110447,Alberta,405,-0.328,-0.324,0.281,0.826
48110448,Alberta,820,-0.013,0.166,0.16,0.143
48110449,Alberta,270,-0.853,0.958,0.457,0.386
48110451,Alberta,385,-1.33,0.418,1.218,-0.43
48110633,Alberta,695,-0.566,0.54,-0.636,0.011
48110634,Alberta,215,0.054,0.5,-1.159,0.392
48110635,Alberta,400,0.053,0.142,-0.051,0.557
48110636,Alberta,470,-0.526,-0.325,0.06,0.133
48110637,Alberta,495,-0.26,0.473,-0.281,-0.172
48110638,Alberta,800,-0.12,0.613,-0.466,1.397
48110639,Alberta,705,0.349,0.697,0.081,0.012
48110640,Alberta,420,-0.728,0.024,0.052,0.261
48110641,Alberta,725,0.293,1.409,-0.421,0.473
48110642,Alberta,375,-0.091,0.385,-1.006,0.179
48110643,Alberta,555,-0.32,0.226,-0.098,0.165
48110644,Alberta,460,-0.226,1.249,0.404,0.925
48110645,Alberta,460,-0.761,-0.041,0.069,-0.111
48110646,Alberta,370,-0.643,0.049,0.208,-0.032
48110647,Alberta,545,-0.313,1.379,0.444,0.772
